Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Harrison ButkerH. Butker KC,,1,2,1.4,0.5
2,,Justin TuckerJ. Tucker BAL,,1,3,1.7,0.6
3,,Wil LutzW. Lutz NO,,2,4,3.2,0.7
4,,Greg ZuerleinG. Zuerlein FA,,3,8,3.9,0.9
Tier 2,
5,,Robbie GouldR. Gould SF,,4,11,5.5,1.3
6,,Matt PraterM. Prater DET,,6,13,6.7,0.6
7,,Matt GayM. Gay TB,,5,15,6.9,1.6
8,,Michael BadgleyM. Badgley LAC,,6,20,9.6,3.3
Tier 3,
9,,Zane GonzalezZ. Gonzalez ARI,,6,13,10.5,1.6
10,,Stephen GostkowskiS. Gostkowski NE,,5,17,9.3,2.3
11,,Ka'imi FairbairnK. Fairbairn HOU,,5,26,10.9,1.1
12,,Mason CrosbyM. Crosby GB,,10,25,13.1,3.4
13,,Jake ElliottJ. Elliott PHI,,8,27,13.4,2.3
14,,Joey SlyeJ. Slye CAR,,9,18,14.1,1.4
15,,Brandon McManusB. McManus DEN,,10,17,14.6,1.7
16,,Dan BaileyD. Bailey MIN,,12,20,15.7,1.2
17,,Jason MyersJ. Myers SEA,,10,22,17.1,2.0
Tier 4,
18,,Chris BoswellC. Boswell PIT,,14,20,18.5,1.0
19,,Stephen HauschkaS. Hauschka BUF,,14,29,18.7,1.3
20,,Younghoe KooY. Koo ATL,,4,23,17.9,4.8
21,,Josh LamboJ. Lambo JAC,,12,23,20.3,1.4
22,,Brett MaherB. Maher NYJ,,18,25,21.4,1.7
23,,Austin SeibertA. Seibert CLE,,19,32,23.1,2.9
24,,Aldrick RosasA. Rosas NYG,,19,34,24.2,3.3
Tier 5,
25,,Kai ForbathK. Forbath DAL,,5,29,23.7,6.7
26,,Daniel CarlsonD. Carlson LV,,24,33,26.3,2.4
27,,Adam VinatieriA. Vinatieri FA,,23,30,26.7,1.7
28,,Dustin HopkinsD. Hopkins WAS,,23,30,28.0,0.8
29,,Chase McLaughlinC. McLaughlin IND,,13,29,25.0,5.1
30,,Randy BullockR. Bullock CIN,,22,32,25.7,4.5
31,,Ryan SuccopR. Succop FA,,22,35,28.3,5.1
32,,Jason SandersJ. Sanders MIA,,24,31,27.7,2.9
33,,Eddy PineiroE. Pineiro CHI,,26,31,29.0,2.2
34,,Greg JosephG. Joseph TEN,,26,36,31.0,5.0
35,,Matt BryantM. Bryant FA,,28,39,33.5,5.5
