Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,2,1.2,0.4,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,6,2.2,0.8,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,6,3.5,0.7,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,1,7,3.9,1.3,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,3,13,4.9,1.0,5.0,0.0
Tier 2,
6,,Mason CrosbyM. Crosby GB,11,6,15,8.6,2.2,12.0,+6.0
7,,Ka'imi FairbairnK. Fairbairn HOU,10,3,28,7.7,5.0,4.0,-3.0
8,,Jake ElliottJ. Elliott PHI,10,7,19,9.6,1.3,11.0,+3.0
9,,Brett MaherB. Maher DAL,8,6,14,10.3,2.2,8.0,-1.0
10,,Matt PraterM. Prater DET,5,5,22,10.3,3.6,14.0,+4.0
11,,Robbie GouldR. Gould SF,4,7,22,10.8,2.2,7.0,-4.0
12,,Michael BadgleyM. Badgley LAC,12,6,18,11.4,2.7,19.0,+7.0
Tier 3,
13,,Adam VinatieriA. Vinatieri IND,6,5,25,12.6,2.7,9.0,-4.0
14,,Jason MyersJ. Myers SEA,11,7,31,15.3,3.1,10.0,-4.0
15,,Aldrick RosasA. Rosas NYG,11,6,32,15.9,4.2,15.0,0.0
16,,Graham GanoG. Gano CAR,7,6,29,16.0,4.3,25.0,+9.0
17,,Dan BaileyD. Bailey MIN,12,11,28,18.0,3.2,16.0,-1.0
18,,Ryan SuccopR. Succop TEN,11,13,22,18.9,2.0,18.0,0.0
19,,Chris BoswellC. Boswell PIT,7,13,24,18.6,2.3,23.0,+4.0
20,,Brandon McManusB. McManus DEN,10,14,24,19.9,2.0,24.0,+4.0
Tier 4,
21,,Josh LamboJ. Lambo JAC,10,8,31,22.4,3.4,,
22,,Matt BryantM. Bryant FA,,6,36,17.4,8.4,21.0,-1.0
23,,Steven HauschkaS. Hauschka BUF,6,21,29,24.4,1.4,,
24,,Greg JosephG. Joseph CLE,7,7,33,22.3,3.9,17.0,-7.0
25,,Giorgio TavecchioG. Tavecchio ATL,9,13,30,21.2,5.6,13.0,-12.0
26,,Daniel CarlsonD. Carlson OAK,6,19,34,25.7,2.4,,
27,,Cairo SantosC. Santos TB,7,18,35,26.6,3.3,,
28,,Dustin HopkinsD. Hopkins WAS,10,20,31,26.9,2.2,,
29,,Chandler CatanzaroC. Catanzaro NYJ,4,16,32,25.8,5.5,,
Tier 5,
30,,Randy BullockR. Bullock CIN,9,23,31,27.2,2.5,22.0,-8.0
31,,Jason SandersJ. Sanders MIA,5,27,33,30.5,1.8,,
32,,Matt GayM. Gay TB,7,20,33,26.9,4.8,,
33,,Cody ParkeyC. Parkey FA,,20,37,28.3,5.1,,
34,,Zane GonzalezZ. Gonzalez ARI,12,18,33,30.2,2.9,,
35,,Austin SeibertA. Seibert CLE,7,12,35,22.0,8.3,,
36,,Eddy PineiroE. Pineiro CHI,6,8,32,29.7,1.7,,
37,,Sebastian JanikowskiS. Janikowski FA,,19,28,25.0,4.2,20.0,-17.0
38,,Chris BlewittC. Blewitt CHI,6,31,32,31.3,0.5,,
